,Author,Title,Headline,Label
132,Florida Phoenix,Florida Republicans Move To Cover Conversion Therapy Torture,by Jackie Llanos Florida Phoenix January Florida House Republicans approved a proposal Monday that would require health insurance companies providing gender affirming care for transgender people to also cover therapies to affirm a person s sex assig,LGBTQ_MH
133,Robert Schmad,Feds Burn Over Million On Video Game To Help LGBTQ Youth Stop Binge Drinking,The federal government has spent over million to develop and test a video game that aims to help LGBTQ youth stop quot binge drinking quot records show,LGBTQ_MH
134,Jacob Ogles,Out Florida lawmaker defends bill banning kids from social media,Florida Rep Michele Rayner has caught some heat in Florida for supporting a ban on minors using social media But she didn t expect people she normally counts as political allies to attack her dead mother,LGBTQ_MH
135,C Mandler,Trans youth sue over Louisiana s ban on gender affirming health care,The suit alleges that the ban strips parents of their right to champion their children s health choices and discriminates against them based on sex and transgender status,LGBTQ_MH
136,Carson Mlnarik,Hugh Hefner s widow says he definitely had men in his bed was very open about sex,Hugh Hefner definitely had men in bed was very open according to his widow Crystal,LGBTQ_MH
137,Sheri Walsh,Ohio lawmakers override governor s veto to ban gender affirming care for minors,Ohio s state Senate voted Wednesday to override Gov Mike DeWine s veto of a bill restricting gender affirming health care for minors and banning,LGBTQ_MH
138,Daniyal Jawaid,Most Gay Friendly Cities in the World,In this article we will look at the most gay friendly cities in the world If you want to skip our discussion about the LGBTQ community in the US its,LGBTQ_MH
139,Nic Austin,Aspen Gay Ski Week unveils a winter wonderland of inclusivity philanthropy glamor,Aspen Gay Ski Week AGSW stands proudly as the oldest annual week long LGBTQ ski event in the nation setting the gold standard for similar gatherings across the world For years this vibrant celebration has seamlessly blended the thrill of winter sport,LGBTQ_MH
140,Trudy Ring,Vivek Ramaswamy quits GOP race Here s how transphobic he was on the campaign trail,Vivek Ramaswamy the outrageous and hugely transphobic entrepreneur who sought the Republican presidential nomination suspended his campaign Monday night after finishing fourth in the Iowa caucuses,LGBTQ_MH
141,Laura Harris,WOKE TYRANNY Aspiring foster parents could be prohibited from adopting children if they don t push gender ideology at home,Aspiring foster parents who do not support teaching gender ideology at home will be prohibited from adopting children based on the new proposed policy of the Biden administration The policy also known as Safe and Appropriate Foster Care Placement Requireme,LGBTQ_MH
142,Philip Ellis,Cent Says He s Practicing Abstinence to Focus on His Goals,Rapper and producer Cent aka Curtis Jackson says he s practicing abstinence to help him focus on his professional projects in a new Instagram post,LGBTQ_MH
143,GEOFF MULVIHILL,Ohio is poised to become the nd state to restrict gender affirming care for adults,Ohio s proposals for gender affirming care could leave thousands of transgender adults scrambling to find medical providers who would be able to offer hormones and other services they rely on,LGBTQ_MH
144,Howie Klein,Setting Our Endorsee Standard High Susheela Jayapal,Blue America has endorsed dozens of candidates since we started in Some like Elizabeth Warren AOC Bernie Ted Lieu Jamie Raskin Jeff Merkley have turned out spectacularly while others like Jared Golden stand as an important reminder of our own f,LGBTQ_MH
145,Ryan Adamczeski,Gender affirming care just became more accessible in Maryland,Medicaid must now cover medically necessary gender affirming care procedures in Maryland after a new bill went into effect last week,LGBTQ_MH
146,Ryan Adamczeski,gender transition tips to help embrace euphoria and live your best trans life,,LGBTQ_MH
147,Cyan Zhong,Sizzling Perks How Restaurants Are Spicing Up Employee Benefits,If you ve worked in the food service industry or read Anthony Bourdain s Kitchen Confidential you know restaurant work ain t for the faint hearted,LGBTQ_MH
148,Laura Bradley,Utah s Anti Trans Bathroom Bill Rattles Sundance,Photo Illustration by Luis G Rendon The Daily Beast Getty Last week a cruel kind of irony hung over Park City Utah like an oncoming snowstorm While the Sundance Film Festival celebrated productions from several accomplished LGBTQ directors including buz,LGBTQ_MH
149,Yvonne Abraham,We know there are many ways to make a family Why doesn t state law see it,Too often LGBTQ people still must fight to be recognized as full parents of children they have raised since conception,LGBTQ_MH
150,Micaela Burrow,VA Hospital Plans to Ramp Up Sex Change Surgeries Double Down on Gender Ideology Documents Show,A Department of Veterans Affairs facility in Seattle requested more than in fiscal year to build and staff a surgical facility for performing Read More The post VA Hospital Plans to Ramp Up Sex Change Surgeries Double Down on Gender Ideology,LGBTQ_MH
151,Gabriella Rodriguez,The intersectional approach needed to stem the plague of gun violence in America,I grew up in a religious household where the words in scripture were taken literally Marriage was seen as a bond only between a man and a woman and turning to violence to settle disputes was normalized Things were a certain way and that was that It wasn t,LGBTQ_MH
152,Zac Johnson,Michael Sam Net Worth How Much is Michael Sam Worth,Michael Sam a former professional football player has made a name for himself both on and off the field As a trailblazer for LGBTQ athletes Sam s journey has been marked by success challenges and significant contributions to the sports community One a,LGBTQ_MH
153,Emily Chudy,Queer people of colour don t think they will live as long as their white peers study finds,Large numbers of queer young people of colour in the US believe they have a low life expectancy compared with their white peers a new study has found The research for LGBTQ youth mental health charity The Trevor Project showed that overall per cent of,LGBTQ_MH
154,Julie Kratz Contributor Julie Kratz Contributor https www forbes com sites juliekratz,Research Backed Inclusive Language Do s And Don ts,Inclusive language is about choosing words that embrace diversity and respect the identities of all individuals so that everyone feels seen heard and valued,LGBTQ_MH
155,Zane McNeill,Oklahoma Bill Would Place Trans Kids in Homes That Don t Support Their Identity,Oklahoma conservatives have introduced dozens of anti LGBTQ bills this session,LGBTQ_MH
156,Danielle Campoamor,Elmo was the psychiatrist we didn t know we needed,Elmo tweeted a simple question on X Elmo is just checking in How is everybody doing The puppet was inundated with honest responses,LGBTQ_MH
157,Philip Ellis,A Doctor Explains How to Work Out for a Better Sex Life,Dr Andy Galpin explains to Dr Rena Malik how training for hip extension and VO max can help to improve muscular performance and endurance during sex,LGBTQ_MH
158,Zane McNeill,West Virginia Conservatives Want to Legally Define Trans People as Obscene,O ur elected officials are aiming to dehumanize and erase our existence a transgender activist said,LGBTQ_MH
159,Trudy Ring,Laphonza Butler first Black lesbian senator honors young people in first Senate speech,U S Sen Laphonza Butler the first Black lesbian to serve in the chamber delivered her maiden address to her colleagues Wednesday focusing the work being done by young Americans and promising to support them,LGBTQ_MH
160,Zac Johnson,Stephen Fry Net Worth How Much is Stephen Fry Worth,Stephen Fry the renowned English comedian actor writer director producer and presenter has made a significant impact in the entertainment industry With a diverse portfolio of work spanning across film television and literature Fry has established h,LGBTQ_MH
161,Aliya Bhatia,Restricting Access to Information Online Won t Keep Teens Safe It Will Only Erode Democratic Rights,Well meaning legislative proposals to protect young people undermine a key factor in teens development independence Proposed legislation at the federal and state levels increasingly mandates parental monitoring of all kids including even older teenagers,LGBTQ_MH
162,Trudy Ring,Ohio Republicans override governor s veto to pass gender affirming care ban and sports ban,Ohio s legislature has overridden Gov Mike DeWine s veto and banned gender affirming care for transgender minors and barred trans girls and women from participating in female sports in public schools and colleges,LGBTQ_MH
163,Micaela Burrow and Megan Brock,EXCLUSIVE Docs Reveal VA Hospital s Plan To Ramp Up Sex Change Surgeries Double Down On Gender Ideology,A Veterans Affairs facility in Seattle Washington requested in to build and staff a surgical facility for performing gender transition surgeries,LGBTQ_MH
164,Zac Johnson,Thomas Doherty Net Worth How Much Is Thomas Doherty Worth,Thomas Doherty a Scottish actor and singer has made a significant impact in the entertainment industry Known for his role as Harry Hook in Disney s Descendants franchise Doherty has captured the hearts of audiences worldwide But how much is Thomas Dohe,LGBTQ_MH
165,Philip Ellis,This Old School UFC Workout Is Toughest These Bodybuilders Have Ever Tried,Watch YouTube s Buff Dudes get demolished by MMA legend Ken Shamrock s grueling fitness test in a new workout video including squats and pushups,LGBTQ_MH
166,Disclaimer and DMCA,Mormon Stories Podcast Episodes Host and Latest News,Welcome to the world of the Mormon Stories Podcast a platform that delves into the personal experiences of individuals who have gone through LDS faith transitions explores the complexities of church history and discusses mental health within the context of,LGBTQ_MH
167,Carson Mlnarik,Shawn Mendes goes topless Real Housewives tea Jacob Elordi s bathwater things we re obsessed with this week,Shawn Mendes goes shirtless Real Housewives tea Jacob Elordi s bath water things we re obsessed with this week,LGBTQ_MH
168,Mary Chastain,Report Seattle VA Requested K to Build Hospital for Gender Transition Surgeries,How about the government concentrate on fixing the VA system as a whole to provide better care for all veterans instead of worrying about a small portion of veterans The post Report Seattle VA Requested K to Build Hospital for Gender Transition Surgerie,LGBTQ_MH
169,Zane McNeill,Doctors Say Gender Affirming Care Bans Are State Sanctioned Medical Neglect,Gender affirming care bans amount to state sanctioned medical neglect and emotional abuse a new report says,LGBTQ_MH
170,Zac Johnson,Zachary Quinto Net Worth How Much Is Zachary Quinto Worth,Zachary Quinto the talented American actor known for his roles in Heroes and the Star Trek franchise has a net worth of million as of He has earned substantial income from his successful career in acting with various television shows films,LGBTQ_MH
171,Associated Press,Ohio bans gender affirming care and restricts transgender athletes despite GOP governor s veto,The Republican dominated Ohio Senate has voted to override GOP Gov Mike DeWine s veto of legislation banning gender affirming care for minors The legislation also restricts transgender women s and girls participation on sports teams Since the Republican m,LGBTQ_MH
172,Belle Carter,WHO panel that will draft children s healthcare policies includes members with no medical background and transgender activists,Eleven of the World Health Organization s WHO healthcare policy committee members are not qualified medical experts and seven are transgender According to a report by the Daily Mail only members of the panel are medical practitioners One of the mem,LGBTQ_MH
173,SAMANTHA HENDRICKSON,Ohio bans gender affirming care and restricts transgender athletes despite GOP governor s veto,Ohio has banned gender affirming care for minors and restricted transgender women s and girls participation on sports teams a move that has families of transgender children scrambling over how best to care for them,LGBTQ_MH
174,Zac Johnson,Chad Allen Net Worth How Much is Chad Allen Worth,Chad Allen an American actor has a net worth of million Born on June in Cerritos California Allen began his acting career at a young age and gained recognition for his roles in Our House and My Two Dads He is best known for his role as M,LGBTQ_MH
175,David Gilmour,Laurence Fox Loses High Court Libel Case Over Paedophile Defamation,Actor turned political activist Laurence Fox lost his libel case Monday after defamatory comments made against two individuals during a Twitter spat involving supermarket Sainsbury s support for Black History Month in Fox founder of the Reclaim Party a,LGBTQ_MH
176,John Taylor,How Churches Are Fighting the Housing Crisis,In the wake of the pandemic the United States witnessed a surge in homelessness a crisis that extends beyond the capacity of governmental programs In response to this dire need a movement is emerging churches across the U S are using their resources and,LGBTQ_MH
177,Thomas Germain,NYC Mayor Calls Social Media an Environmental Toxin Announces It on Social Media,On Wednesday New York City Mayor Eric Adams announced the Big Apple would be the first city to officially classify social media as a public health risk Social media is an environmental toxin Adams said in a speech comparing the problem to guns and tobac,LGBTQ_MH
178,Zac Johnson,Braunwyn Windham Burke Net Worth How Much Is Braunwyn Windham Burke Worth,Have you ever wondered about the net worth of Braunwyn Windham Burke The reality TV star has made a name for herself on The Real Housewives of Orange County and has built a successful career through various ventures Let s dive into the details of Braunwyn,LGBTQ_MH
179,Zac Johnson,Tove Lo Net Worth How Much is Tove Lo Worth,Tove Lo also known as Ebba Tove Elsa Nilsson is a Swedish singer and songwriter who has achieved significant success in the music industry With her unique sound raw lyrics and captivating performances Tove Lo has amassed a considerable net worth Let s,LGBTQ_MH
180,Zac Johnson,Emma Corrin Net Worth How Much Is Emma Corrin Worth,Emma Corrin widely known for their portrayal of Diana Princess of Wales in the Netflix series The Crown has garnered significant success in the entertainment industry As an accomplished actor Corrin has not only earned critical acclaim but also amassed,LGBTQ_MH
181,Yves Smith,Young Activists Working for Change,Young activists are more prevalent and effective than our orthodoxy enforcing media and pols would have you believe,LGBTQ_MH
182,Zac Johnson,Brandon Flynn Net Worth How Much Is Brandon Flynn Worth,Brandon Flynn is an actor best known for his role as Justin Foley in the Netflix series Reasons Why Curious about his financial success and net worth In this article we will explore Brandon Flynn s net worth his earnings as an actor his assets and i,LGBTQ_MH
183,Ryan Adamczeski,Meet the Gen Z trans woman running for Congress in Louisiana,Rivule Sykes announced on Monday their candidacy for United States Congress in the th Congressional District of Louisiana launching a campaign that they say aims to bring people s attention to the issues we all face together,LGBTQ_MH
184,Chris Walker,Trans Kids and Their Families Sue to Block Louisiana Gender Affirming Care Ban,The families allege that the newly enacted state law violates their constitutional right to privacy,LGBTQ_MH
185,Zac Johnson,Katya Petrovna Zamolodchikova Net Worth How Much Is Katya Petrovna Zamolodchikova Worth,Katya Petrovna Zamolodchikova also known as Katya Zamolodchikova is a renowned Russian American drag queen and LGBTQ icon She rose to fame as a charismatic contestant on RuPaul s Drag Race Season and RuPaul s Drag Race All Stars Season Known for her,LGBTQ_MH
186,Rodolfo Bonnin Assistant Dean for Institutional Knowledge Management and Associate Professor of Psychiatry and Behavioral Health Florida International University Leonard M Gralnik Chief of Education and Associate Professor of Psychiatry and Behavioral Health Florida International University Nathaly Shoua Desmarais Assistant Dean for Student Success and Well Being and Associate Professor of Psychiatry and Behavioral Health Florida International University,Suicide has reached epidemic proportions in the US yet medical students still don t receive adequate training to treat suicidal patients,Close to half of those who die by suicide saw a primary care doctor within a month of their death,LGBTQ_MH
187,Disclaimer and DMCA,Shannon Purser Net Worth How Much Is Shannon Purser Worth,Shannon Purser a talented TV actress known for her roles in popular shows like Stranger Things and Riverdale has captured the hearts of viewers with her stellar performances With her rising fame and successful acting career many wonder about Shannon Purse,LGBTQ_MH
188,Disclaimer and DMCA,Most Famous Lesbian Politicians Trailblazing Leaders,Welcome to our article highlighting the incredible achievements of the most famous lesbian politicians who have shattered barriers and become trailblazing leaders in the political sphere These influential women have made significant contributions to LGBTQ,LGBTQ_MH
189,G Samantha Rosenthal Associate Professor of History Roanoke College,Backlash to transgender health care isn t new but the faulty science used to justify it has changed to meet the times,For as long as trans medicine has been around so has its opposition The tactics of prior waves of anti trans policies are still in play today,LGBTQ_MH
190,Susan Laborde,Must Know Domestic Violence Statistics,In This Guide Notable Domestic Violence Statistics Important Domestic Violence Statistics for in Victims in Homicide Cases was Killed by Their Intimate Partner of The post Must Know Domestic Violence Statistics appeared first,LGBTQ_MH
191,Matthew Carey,Ford Foundation Announces M In Grants To Social Justice Themed Docs Including Sundance Premieres Union And The Battle for Laikipia,EXCLUSIVE The Ford Foundation is coming through for documentary filmmakers in a big way Today the nonprofit philanthropic institution announced its latest round of grants under the foundation s JustFilms division million that will go to support,LGBTQ_MH
192,hypeworld,New SecureOurSocials Campaign Urges Transparency from Facebook Instagram,none adnews The SecureOurSocials campaign aims to prevent online violence against the LGBT community Previous,LGBTQ_MH
193,Disclaimer and DMCA,Lio Tipton Net Worth,Lio Tipton a successful American fashion model actor and former figure skater has an estimated net worth of million as of Throughout her career she has achieved financial success and built a strong portfolio of assets and investments Born on No,LGBTQ_MH
194,Disclaimer and DMCA,Emilia McCarthy Net Worth How Much Is Emilia McCarthy Worth,Emilia McCarthy a Canadian actress has a net worth of million as of January according to sources such as Wikipedia Forbes and Business Insider Key Takeaways Emilia McCarthy has a net worth of million as of January She is a Canadian act,LGBTQ_MH
195,Beth Skwarecki on Vitals shared by Beth Skwarecki to Lifehacker,Vegetables Do Not Have Gender,Have you heard that female watermelons are sweeter than male ones That male eggplants are less bitter than female ones That male peppers have fewer seeds Well you heard wrong Read more,Gender_14-24
196,Meghan Moravcik Walbert on Offspring shared by Meghan Moravcik Walbert to Lifehacker,How Parents Can Fight Gender Stereotypes,Parents have plenty of reasons to fight against traditional gender stereotypes We want our girls to pursue STEM careers we want our boys to feel comfortable expressing sadness or fear and we also want to not assume that their outward gender appearance is t,Gender_14-24
197,Meredith Dietz,How to Change the Gender on Your Driver s License,You carry your ID with you wherever you go It s only right that your primary identity document reflects your gender identity Well as best an ID can it s not always easy or accurate to sum an individual up in an F M or a gender neutral X And for ma,Gender_14-24
198,Nicole Dieker,How to Use Gender Neutral Pronouns,If you feel awkward using gender neutral pronouns or avoid them because you don t know how to use them correctly it s time to get up to speed Language tends to shift towards inclusivity and gender neutral pronouns are becoming more widely used so get in th,Gender_14-24
199,Stephen Johnson,How to Change the Gender on Your Passport to X,On Wednesday the U S State Department announced it had issued the first passport with an X gender marker for non binary intersex and gender non conforming persons a milestone for the rights of people who don t identify as either male or female Read mor,Gender_14-24
200,Meghan Moravcik Walbert on Offspring shared by Meghan Moravcik Walbert to Lifehacker,It s Officially Time to Retire the Gender Reveal Party,If you ve been pregnant at any point during the past decade you ve probably heard of the concept of a gender reveal party The trend has been traced back to one mom who in held what is widely considered to be the first gender reveal party Jenna Karvu,Gender_14-24
201,Nick Douglas,The Sexism in Magic The Gathering Reading List,You don t look like a Magic player a familiar comment to women in the Magic The Gathering gaming community is also the title of a Metafilter post by user Fizz compiling six pieces on gender and sexism among the game s players and creators The quoted p,Gender_14-24
202,Eric Ravenscraft,VR Helped Me Visualize Gender Dysphoria,The experimental VR experience Body of Mine argues that the future of virtual reality lies in exploring ourselves and others stories,Gender_14-24
203,Sarah Showfety,An Age by Age Guide to Gender Neutral Gifts for Kids,Now more than ever there is a push for toy and clothing manufacturers to create gender neutral options for kids ones that don t exclusively push pink fluffy princess gear on girls and firetruck themed everything on boys Offering unisex products enables c,Gender_14-24
204,Beth Skwarecki,Stop Grammar Policing the Word They,If somebody wants to refer to a person whose gender they do not know or who doesn t have a gender they can use a certain very common English language pronoun You know which one I mean I just used it twice Congratulations to they on being Merriam Webster,Gender_14-24
205,Igor Bonifacic,A former Rivian executive sues the automaker for gender discrimination,Electric transport startup Rivian has been sued by one of its former employees Per The Wall Street Journal Laura Schwab an executive who was a vice president of sales and marketing at the automaker until last month filed a gender discrimination complain,Gender_14-24
206,Rachel England,Microsoft faces complaints of gender discrimination,Microsoft has been accused of cases of gender discrimination or sexual harassment by female employees working in US based technical jobs according to court filings made available this week The complaints were made between and and include syst,Gender_14-24
207,Nick Douglas,Diversify Your Stock Photos With Broadly s Gender Spectrum Collection,Stock photos tend to lag behind the culture They fill business photos with just men or under represent minorities or only show people filling outdated cultural roles It s an issue we run into a lot at Lifehacker where we have to illustrate upwards of,Gender_14-24
208,https www engadget com about editors igor bonifacic,Facebook asked people to share their age and gender to create a fairer AI dataset,Casual Conversations feature paid actors explicitly sharing their age and gender,Gender_14-24
209,Igor Bonifacic,Google unwittingly allowed advertisers to discriminate against nonbinary people,An investigation by The Markup has found that Google inadvertently allowed advertisers to discriminate against nonbinary and some transgender people An oversight on the company s ads dashboard allowed employers and landlords to prevent people of unknown gen,Gender_14-24
210,Andrew Tarantola,How a pioneering mixed gender newsroom covered the A bomb,Modern tech journalism would likely look far differently today if not for the efforts of Dorothy Vaughan Katherine Johnson and a host of other trailblazing female reporters who staffed the Science Service throughout the publication s history These journali,Gender_14-24
211,Salom G mez Upegui,The Future of Digital Assistants Is Queer,AI assistants continue to reinforce sexist stereotypes but queering these devices could help reimagine their relationship to gender altogether,Gender_14-24
212,Kate Clark,Closing the race and gender funding gap,Hello and welcome back to Equity TechCrunch s venture capital focused podcast where we unpack the numbers behind the headlines,Gender_14-24
213,Nick Douglas,I m Teresa Younger President of the Ms Foundation for Women and This Is How I Work,At the Ms Foundation for Women we believe in a just and safe world where power and possibility are not limited by gender race class sexual orientation gender identity disability or age says foundation president and CEO Teresa Younger quoting the fe,Gender_14-24
214,Aim e Lutkin on Offspring shared by Aim e Lutkin to Lifehacker,Is Your Daughter s Allowance the Same as Your Son s,The gender wage gap isn t just a problem the work force is grappling with it starts at home with how you treat your kids Read more,Gender_14-24
215,Aim e Lutkin,How To Pick Your Pronouns on OkCupid,If you ve been frustrated with the gender options on dating apps you have may a new friend with benefits in OkCupid Read more,Gender_14-24
216,Timothy J Seppala,Timehop s breach included user birthdate and gender data,It turns out that more than just names usernames email addresses and phone numbers were pilfered in the recent Timehop breach You can add birthdate and gender to the list of data stolen in last week s hack too The company apologized for the piecemeal,Gender_14-24
217,Jess Grey,Best Sex Toys Tech for Every Body Vibrators Wand Massagers Etc,Stuck inside Here are our favorite gender inclusive adult devices to give you and your partners a helping hand,Gender_14-24
218,Zoe Schiffer,Pinterest settles gender discrimination lawsuit brought by former COO,Pinterest and former COO Fran oise Brougher will jointly contribute million to philanthropies supporting women in tech as part of the agreement,Gender_14-24
219,Brian Keating,There s Nothing Noble about Science s Nobel Prize Gender Gap,Opinion Given the dearth of women receiving the top science prizes it s time for the Nobel Committee to revamp how it awards great work,Gender_14-24
220,Swapna Krishna,AI facial analysis demonstrates both racial and gender bias,Researchers from MI T and Stanford University found that that three different facial analysis programs demonstrate both gender and skin color biases The full article will be presented at the Conference on Fairness Accountability and Transparency later this,Gender_14-24
221,Leigh Anderson,Set Your Autocorrect to Change Guys to Folks,Do you use guys as a general pronoun for both men and women If you ve ever wondered whether that s okay if you are in fact speaking to a mixed gender crowd here s Will from Los Angeles writing into the January th podcast With Friends Like These to as,Gender_14-24
222,Jaina Grey,Body Parts Aren t Gendered So Why Are Sex Toys,It s way past time for sex toy manufacturers to realize that trans gender fluid and nonbinary people also have sex,Gender_14-24
223,https www engadget com about editors igor bonifacic,Google makes it easier to find businesses with gender neutral restrooms,With Pride Month underway Google is adding a small but handy feature in Maps and Search to help transgender nonbinary and gender non conforming individuals,Gender_14-24
224,Megan Rose Dickey,Google faces revised gender pay lawsuit,Google is facing a revised class action gender pay lawsuit that alleges Google underpaid women in comparison with their male counterparts and asked new hires about their prior salaries The Guardian first reported The revised lawsuit also adds a fourth compl,Gender_14-24
225,Emma Banks,The patchwork groups sharing gender affirming underwear patterns,Gender affirming underwear patterns are being created and shared online by a network of queer groups The queer community has been rooted in a do it yourself mentality for generations making clothes media music and more,Gender_14-24
226,Sarah Scoles,Astronomy Expands Its Scope From the Heavens to Humans,Every years astronomers weigh in on the state of their field For the first time they re tackling Earth centric issues like gender bias and diversity,Gender_14-24
227,Siobhan Neela Stock,How to talk to kids about gender,Despite what the gender binary and the unfortunately popular trend of gender reveal parties will have you believe a child s gender isn t determined at birth And it s important for parents and caregivers to not only grasp that concept but help their chi,Gender_14-24
228,Morgan Meaker Aarian Marshall,EV Makers Think They ve Figured Out What Women Want,Men are more likely to buy electric vehicles and carmakers are eager to diversify their base But what will it take to close the gender gap,Gender_14-24
229,Jennings Brown,Gender Reveal Plane Crash Is Perfect Metaphor for Gender Reveal Parties,The increasingly popular ritual that celebrates the misguided notion of the concept of gender continues to get dumber as expecting parents find new ways to risk lives and destroy property while telling their loved ones the gender they intend to assign their c,Gender_14-24
230,Megan Rose Dickey,Pinterest settles gender discrimination lawsuit with former COO for million,Pinterest today announced it has settled the gender discrimination lawsuit brought forth by former COO Francoise Brougher In August Brougher sued Pinterest alleging gender discrimination retaliation and wrongful termination As part of the settlement Pin,Gender_14-24
231,Natasha Pi on,How to parent without perpetuating gender stereotypes,You ve heard the lines on the playground as a kid Only boys play with trucks only girls like dolls You ve seen all the pink and blue in the baby section of every store When it comes to parenting one thing is clear The gender binary is hard to avoid,Gender_14-24
232,Ryan F Mandelbaum,Experimenter s Gender Can Skew Science,There could be a crisis in science especially in the social and even medical sciences Results are difficult to reproduce Groundbreaking papers might reveal a first set of results but attempts to repeat the studies reveal a different and sometimes even con,Gender_14-24
233,Zoe Schiffer,Pinterest employees stage virtual walkout to protest discrimination,Organizing on Slack and Blind Pinterest employees called for solidarity with three high profile women who ve recently accused the company of racial and gender discrimination,Gender_14-24
234,Beth Skwarecki on Vitals shared by Beth Skwarecki to Lifehacker,How to Help Trans Children According to Pediatricians,The American Academy of Pediatrics recently released a new policy statement about how to support children and teens who identify as transgender or who fall under an umbrella they call gender diverse Read more,Gender_14-24
235,Tom Simonite,These Deepfake Voices Can Help Trans Gamers,Players of online games can be harassed when their voices don t match their gender identity New AI fueled software may help,Gender_14-24
236,Katie Berohn,Gender reveal party pioneer says her daughter now bends gender norms,One of the pioneers of gender reveal parties has changed her opinion on them explaining that her daughter who she had a gender reveal party for years ago doesn t subscribe to gender norms In a post on her Facebook page named for her now defunct blog,Gender_14-24
237,Linda Codega,Constantine s Gabriel Messed With Gender and Expectations,When we first meet Gabriel Tilda Swinton in Constantine it s not the kind of introduction you expect for an archangel Constantine Keanu Reeves approaches carefully like he knows better but he s going to do so anyway It s uncomfortable to watch becaus,Gender_14-24
238,Tom Simonite,Microsoft IBM Facial Analyses Struggle With Race and Gender,Study finds that facial recognition services from Microsoft and IBM are significantly more accurate for men than women and for whites than blacks adding to concerns about bias in artificial intelligence,Gender_14-24
239,Walter Thompson,Startup fundraising is the most tangible gender gap How can we overcome it,Closing the gender gap in VC funding is no simple task but it s one that must be undertaken,Gender_14-24
240,Sarah Perez,Tinder to roll out expanded set of gender options in India,Tinder is preparing to roll out more gender options in its app in India The company will announce shortly that users will be able to edit their profile in order to choose a different option for their gender identity instead of just Man or Woman as well,Gender_14-24
241,Anna Heim,Despite gains gender diversity in VC funding struggled in,There s no excuse for the slow pace of improvement toward greater equity in the venture capital startup game And we re tired of writing dispiriting posts about it,Gender_14-24
242,Lizzie Plaugic,TV writers are sharing their salaries in a Google spreadsheet to combat pay disparity,The spreadsheet is divided by position experience and gender,Gender_14-24
243,Walter Thompson,Does your company cultivate inclusion,We must address the workplace status quo and force organizations to address biases and stereotypes or risk reinforcing gender inequalities,Gender_14-24
244,Walter Thompson,How can be a tipping point for women in STEM,It s predicted the tech industry won t near gender equality until closer to but progress is happening,Gender_14-24
245,David Riggs,We re addressing gender disparity in engineering way too late,At a time when engineers must meet the needs of a vast population of users with diverse opinions and backgrounds the engineering workforce continues to suffer from gender disparity,Gender_14-24
246,Natasha Lomas,Index on gender in VC It should be half,European VC firm Index Capital is just over two decades old and has companies in its investment portfolio at this point but it s still got work to do on the gender balance front Read More,Gender_14-24
247,Heather Dockray,Gender reveals are awful Trans gender reveals are a different story,Not all gender reveal parties are bad in fact there s one type of gender reveal that might actually be considered good I know it s hard to believe especially when you consider the path of destruction our gender reveal hysteria has left behind In,Gender_14-24
248,Adi Robertson,Facebook s ad delivery could be inherently discriminatory researchers say,A new report finds that Facebook delivers job and housing ads differently based on race and gender backing up a similar claim made in a recent HUD lawsuit,Gender_14-24
249,Meghan Moravcik Walbert on Offspring shared by Meghan Moravcik Walbert to Lifehacker,How to Teach Kids About Sexism,Watching Kamala Harris sworn in as our country s first female vice president not to mention our first vice president of color last week felt like a triumphant moment for many women and girls It was also a reminder of how much sexism gender discrimination,Gender_14-24
250,https www facebook com bbcnews,Tributes to a warrior for gender equality,From politicians to female lawyers and reporters people pay respects to an extraordinary woman,Gender_14-24
251,Alessandra Potenza,Gender confirmation surgery improves transgender people s lives research confirms,Researchers in Germany followed patients who underwent male to female transition surgery and assessed their quality of life using a variety of questionnaires including one developed specifically for transgender people After surgery percent were more,Gender_14-24
252,Jon Fingas,Federal study shows face recognition accuracy varies by gender and race,Researchers have studied the potential for bias in facial recognition algorithms before but now it s the US government s turn to weigh in The National Institute of Standards and Technology has published a study indicating demographic differentials in the,Gender_14-24
253,Chris Stokel Walker,Stack Overflow Didn t Ask How Bad Its Gender Problem Is This Year,The coding hub s survey found that percent of its users were men This time around it simply dropped the question,Gender_14-24
254,https www facebook com bbcnews,US plans third gender option on passports,The process is technologically complex and will take time however the state department says,Gender_14-24
255,Jon Fingas,Google pulls gender pronouns from Gmail Smart Compose to reduce bias,Gmail s Smart Compose can save you valuable time when you re firing off a quick message but don t expect it to refer to people as him or her Google is playing it safe on that front Product leaders have revealed to Reuters that Google removed gender p,Gender_14-24
256,Sarah Fielding,The gender pay gap Twitter bot returns to call out brands for IWD,It s International Women s Day and women worldwide still earn an average of cents for every dollar men make The United Nations predicts it will take years at the current rate of progress to close the gender pay gap This is a deeply rooted societ,Gender_14-24
257,Catherine Shu,Grindr updates its app to be more inclusive of transgender and non binary users,Grindr is updating its popular queer dating app to be more inclusive of transgender and non binary users In an announcement timed to mark the end of Transgender Awareness Week Grindr said changes will include new profile fields for gender identity and the u,Gender_14-24
258,Siobhan Neela Stock,Gender bias online is as harmful as ever Here are a few ways to fight back,While not a new problem online gender bias remains pernicious and pervasive Combating it is tricky Consider the social media harassment that target s women s bodies Or online images that overrepresent women as librarians and nurses and underrepresent them,Gender_14-24
